recompense,-
deposit,+
prefecture,+
naturalize,-
prophet,+
repel,-
crossroad,+
pressing,+
annuity,+
impede,-
dispose,-
formulate,+
impress,+
minute,+
fluctuate,-
increase,+
artificial,+
manage,+
transfer,-
passable,+
composure,-
support,+
pensive,-
effect,-
opponent,+
congenital,-
propose,+
impartial,+
repose,-
expedite,-
profuse,+
infinite,+
principal,+
regenerate,+
deport,+
subject,-
